epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,395.473,1.11192,2.12146,1.10528,1.34286,0.34773,0.34808,0.31857,0.16951,0.29797,0.3301,0.26078,0.10916,1.69073,3.01608,1.93975,1.9463,0.001733,0.001733,0.001733
134,398.311,1.05686,2.04822,1.05801,1.32959,0.37669,0.38948,0.34259,0.17487,0.31329,0.32264,0.25601,0.1068,1.67594,2.98684,1.94862,1.93566,0.00170825,0.00170825,0.00170825
135,400.967,1.11805,2.18142,1.09961,1.32443,0.38823,0.40148,0.34478,0.17981,0.32502,0.34003,0.26487,0.10704,1.66295,2.93816,1.91017,1.91668,0.0016835,0.0016835,0.0016835
136,403.615,1.06561,2.06909,1.07147,1.31895,0.37989,0.38839,0.34586,0.18473,0.35737,0.34913,0.27774,0.11417,1.65768,2.8811,1.88328,1.90706,0.00165875,0.00165875,0.00165875
137,406.634,1.0991,2.03957,1.0488,1.33408,0.45107,0.37529,0.34037,0.1866,0.41278,0.33012,0.2764,0.11616,1.59886,2.94324,1.83358,1.86922,0.001634,0.001634,0.001634
138,409.638,1.08441,2.13438,1.05587,1.31925,0.56184,0.31492,0.33141,0.18979,0.5381,0.27448,0.29197,0.11909,1.61628,2.96707,1.84042,1.88645,0.00160925,0.00160925,0.00160925
139,412.58,1.05659,2.11627,1.02171,1.32082,0.56008,0.31555,0.31654,0.17975,0.50367,0.29153,0.28447,0.12322,1.62369,2.98846,1.87317,1.90761,0.0015845,0.0015845,0.0015845
140,415.246,1.1182,2.24016,1.09538,1.32796,0.53519,0.32042,0.32125,0.18445,0.50642,0.32005,0.28796,0.12716,1.63094,2.98584,1.87071,1.92234,0.00155975,0.00155975,0.00155975
141,418.192,1.0868,2.09673,1.06444,1.328,0.64659,0.31955,0.34538,0.19701,0.61785,0.27819,0.29044,0.13734,1.6176,2.95416,1.85937,1.90508,0.001535,0.001535,0.001535
142,421.239,1.06298,2.08487,1.03072,1.33759,0.59492,0.30593,0.33387,0.19012,0.58041,0.25867,0.2816,0.13014,1.62475,2.91142,1.92879,1.89741,0.00151025,0.00151025,0.00151025
143,424.159,1.06601,2.06246,1.05838,1.31539,0.61959,0.30607,0.33993,0.19372,0.58183,0.2684,0.27955,0.13014,1.63563,2.904,1.94868,1.90606,0.0014855,0.0014855,0.0014855
144,426.822,1.08508,2.17411,1.07499,1.33155,0.45518,0.41565,0.35094,0.19791,0.42378,0.3687,0.28209,0.12862,1.63406,2.9027,1.93351,1.92368,0.00146075,0.00146075,0.00146075
145,429.567,1.08738,2.05166,1.06038,1.3412,0.46125,0.44987,0.36871,0.19613,0.42987,0.39966,0.28673,0.12538,1.63158,2.92389,1.92071,1.92207,0.001436,0.001436,0.001436
146,432.327,1.08071,2.10624,1.05253,1.31289,0.48662,0.42398,0.36654,0.19557,0.44768,0.37766,0.28648,0.12475,1.60998,2.9448,1.91183,1.91522,0.00141125,0.00141125,0.00141125
147,435.048,1.07703,2.10904,1.06586,1.3277,0.52053,0.42173,0.36719,0.19585,0.47922,0.36372,0.27743,0.12301,1.61606,3.01804,1.90235,1.92744,0.0013865,0.0013865,0.0013865
148,437.728,1.03802,2.06707,0.99049,1.27513,0.40084,0.42507,0.33879,0.1767,0.357,0.36304,0.24948,0.10797,1.61569,3.05578,1.86095,1.92625,0.00136175,0.00136175,0.00136175
149,440.38,1.0355,2.04215,1.01579,1.30812,0.40725,0.4318,0.3444,0.17632,0.35464,0.36986,0.25467,0.10378,1.60334,3.07005,1.84469,1.89853,0.001337,0.001337,0.001337
150,443.072,1.03762,2.06263,1.02751,1.29302,0.43065,0.40804,0.36137,0.18322,0.39085,0.37404,0.28297,0.10989,1.5873,3.10517,1.84842,1.85797,0.00131225,0.00131225,0.00131225
151,445.753,1.03592,2.0587,1.01443,1.32048,0.42756,0.4132,0.34616,0.18814,0.36048,0.38009,0.27616,0.10891,1.58311,3.08363,1.83036,1.84384,0.0012875,0.0012875,0.0012875
152,448.462,1.02567,2.02386,1.03303,1.29974,0.45606,0.41806,0.3515,0.19461,0.41408,0.36217,0.28635,0.12257,1.56736,3.0667,1.7672,1.8259,0.00126275,0.00126275,0.00126275
153,451.075,1.0042,2.03765,1.01084,1.28514,0.44704,0.41705,0.35839,0.18889,0.40323,0.37068,0.28571,0.12095,1.57621,3.04323,1.78145,1.84864,0.001238,0.001238,0.001238
154,453.748,1.02029,1.96337,0.98525,1.27276,0.44308,0.38508,0.35467,0.18826,0.39726,0.40323,0.28406,0.11756,1.5826,3.03836,1.7843,1.86928,0.00121325,0.00121325,0.00121325
155,456.369,1.00563,1.95109,1.00349,1.28648,0.43827,0.42124,0.35536,0.19199,0.39782,0.36863,0.27748,0.11829,1.57878,3.02268,1.76853,1.86574,0.0011885,0.0011885,0.0011885
156,459.045,1.0794,2.11032,1.09461,1.34004,0.45427,0.4358,0.36835,0.19754,0.40007,0.3836,0.28164,0.12335,1.57138,2.9584,1.77826,1.84561,0.00116375,0.00116375,0.00116375
157,461.649,0.95138,1.91804,0.9391,1.25703,0.42692,0.39007,0.35954,0.19783,0.37624,0.33283,0.28211,0.12356,1.55617,2.90891,1.79611,1.83898,0.001139,0.001139,0.001139
158,464.329,1.05182,2.03125,1.02259,1.32577,0.43186,0.37877,0.36311,0.19812,0.39643,0.33669,0.28881,0.12214,1.56238,2.92319,1.79666,1.832,0.00111425,0.00111425,0.00111425
159,467.064,1.03251,1.97747,0.98441,1.28104,0.4549,0.39513,0.36465,0.19754,0.40581,0.34794,0.28516,0.12279,1.56224,2.93378,1.78315,1.82608,0.0010895,0.0010895,0.0010895
160,469.794,1.05064,2.03752,0.97469,1.26664,0.43056,0.41331,0.36431,0.19872,0.39959,0.36573,0.30146,0.12763,1.57454,2.93793,1.77821,1.83907,0.00106475,0.00106475,0.00106475
161,472.439,0.96651,1.88407,0.927,1.24333,0.43788,0.3888,0.36662,0.19614,0.42025,0.34808,0.30841,0.13031,1.5963,2.90813,1.7832,1.86227,0.00104,0.00104,0.00104
162,475.161,0.94581,1.91802,0.96539,1.25153,0.52204,0.3827,0.36709,0.19162,0.40889,0.3606,0.2945,0.1253,1.60506,2.93368,1.80264,1.88767,0.00101525,0.00101525,0.00101525
163,477.875,0.98073,1.83931,0.91206,1.26672,0.51943,0.33694,0.35378,0.19101,0.40991,0.34512,0.2842,0.12201,1.60178,2.9265,1.7981,1.87948,0.0009905,0.0009905,0.0009905
164,480.49,0.94604,1.89764,0.90498,1.26,0.43423,0.33242,0.35854,0.1955,0.37284,0.35437,0.27408,0.12477,1.58171,2.89835,1.7797,1.86176,0.00096575,0.00096575,0.00096575
165,483.146,1.05095,2.02139,1.01754,1.28763,0.43299,0.3395,0.36958,0.2034,0.38463,0.32796,0.28393,0.12806,1.55956,2.88659,1.76758,1.84603,0.000941,0.000941,0.000941
166,485.809,0.96913,1.9305,0.93219,1.25231,0.46787,0.35145,0.37209,0.2157,0.36084,0.39136,0.29671,0.13143,1.53994,2.87484,1.76096,1.82709,0.00091625,0.00091625,0.00091625
167,488.769,0.9747,1.94366,0.96329,1.28466,0.50073,0.41457,0.38102,0.21691,0.43968,0.35293,0.29897,0.13545,1.51779,2.84124,1.76239,1.80596,0.0008915,0.0008915,0.0008915
168,491.713,0.98989,1.91069,0.9214,1.26244,0.59019,0.39524,0.39432,0.22845,0.43367,0.36112,0.31384,0.14276,1.5218,2.82973,1.78613,1.81351,0.00086675,0.00086675,0.00086675
169,494.641,1.04514,1.99719,1.01195,1.30412,0.58064,0.38585,0.39402,0.2272,0.51905,0.35218,0.31164,0.14157,1.51457,2.83165,1.77665,1.81346,0.000842,0.000842,0.000842
170,497.356,0.95862,1.85654,0.92812,1.24782,0.57366,0.41378,0.39826,0.22509,0.44275,0.38579,0.31651,0.14151,1.50469,2.82095,1.76116,1.80759,0.00081725,0.00081725,0.00081725
171,500.13,0.99383,1.90265,0.965,1.26552,0.57223,0.4255,0.40326,0.2278,0.43845,0.39192,0.3236,0.14275,1.4965,2.80008,1.73613,1.79426,0.0007925,0.0007925,0.0007925
172,502.901,0.97645,1.94063,0.9351,1.22268,0.60626,0.42317,0.41259,0.23283,0.57363,0.38359,0.32678,0.14332,1.4975,2.7642,1.71795,1.78733,0.00076775,0.00076775,0.00076775
173,505.927,1.00723,1.93653,0.95488,1.25931,0.4743,0.46344,0.40009,0.22152,0.44221,0.41654,0.31992,0.135,1.49682,2.76101,1.71073,1.78145,0.000743,0.000743,0.000743
174,508.619,0.93737,1.78594,0.8985,1.24208,0.57279,0.4592,0.39199,0.22184,0.53378,0.41497,0.32038,0.13498,1.49007,2.78481,1.7024,1.77362,0.00071825,0.00071825,0.00071825
175,511.351,0.95014,1.88655,0.92492,1.24363,0.5651,0.45382,0.38412,0.22093,0.43241,0.42149,0.3204,0.13868,1.4905,2.78921,1.68817,1.76951,0.0006935,0.0006935,0.0006935
176,513.983,0.90076,1.84677,0.893,1.2185,0.44616,0.45914,0.39401,0.22886,0.42473,0.42628,0.33667,0.15606,1.48791,2.76084,1.69169,1.77487,0.00066875,0.00066875,0.00066875
177,516.999,0.91353,1.83716,0.904,1.23697,0.56093,0.43954,0.39982,0.23158,0.54367,0.41692,0.34022,0.16241,1.49304,2.76353,1.70187,1.78294,0.000644,0.000644,0.000644
178,520.032,0.95109,1.87747,0.9229,1.25243,0.55957,0.43064,0.4017,0.23513,0.53814,0.40099,0.33861,0.16311,1.49804,2.7761,1.70712,1.79779,0.00061925,0.00061925,0.00061925
179,522.927,0.95104,1.833,0.90749,1.24312,0.5681,0.4302,0.39919,0.23689,0.54691,0.39924,0.33892,0.16311,1.49657,2.77207,1.71855,1.80622,0.0005945,0.0005945,0.0005945
180,525.858,0.9521,1.85589,0.90905,1.25414,0.55194,0.43314,0.398,0.23295,0.52689,0.39924,0.33603,0.16243,1.50041,2.75812,1.73051,1.82327,0.00056975,0.00056975,0.00056975
181,528.473,0.89688,1.82326,0.86137,1.20689,0.466,0.43795,0.38008,0.21974,0.43574,0.38968,0.30866,0.14729,1.49581,2.74087,1.73051,1.81372,0.000545,0.000545,0.000545
182,531.154,0.96191,1.91586,0.92891,1.26291,0.45582,0.45071,0.36759,0.21375,0.42583,0.41016,0.30906,0.14028,1.50433,2.72429,1.73498,1.80629,0.00052025,0.00052025,0.00052025
183,533.819,0.95738,1.86912,0.93278,1.23763,0.45664,0.44638,0.36505,0.21378,0.42403,0.40194,0.29976,0.13769,1.51565,2.74551,1.75386,1.80231,0.0004955,0.0004955,0.0004955
184,536.506,0.96646,1.82711,0.91317,1.23783,0.61379,0.35229,0.3598,0.21031,0.55848,0.31637,0.29935,0.13325,1.50728,2.75223,1.75792,1.79462,0.00047075,0.00047075,0.00047075
185,539.125,0.95125,1.89506,0.91212,1.24702,0.63505,0.35128,0.3595,0.21452,0.60053,0.32052,0.30601,0.13753,1.5073,2.75619,1.78132,1.79317,0.000446,0.000446,0.000446
186,541.715,0.95379,1.88989,0.91468,1.2426,0.63974,0.35255,0.36021,0.21635,0.60545,0.32119,0.30588,0.13807,1.51138,2.75541,1.80104,1.79879,0.00042125,0.00042125,0.00042125
187,544.457,0.89723,1.81516,0.87373,1.19944,0.71694,0.35693,0.3691,0.22363,0.68854,0.32394,0.31578,0.14099,1.49975,2.79093,1.79148,1.79959,0.0003965,0.0003965,0.0003965
188,547.113,0.91086,1.80465,0.87322,1.22317,0.70195,0.36489,0.37263,0.22385,0.69062,0.31533,0.30432,0.1433,1.4896,2.77792,1.77733,1.79566,0.00037175,0.00037175,0.00037175
189,549.723,0.9114,1.86797,0.91789,1.23802,0.6939,0.36667,0.37269,0.22304,0.66975,0.32698,0.3134,0.14094,1.48464,2.789,1.76843,1.79562,0.000347,0.000347,0.000347
190,552.316,0.86189,1.66904,0.83064,1.19474,0.68981,0.37607,0.37309,0.22235,0.64166,0.32181,0.30425,0.13812,1.48083,2.78544,1.75885,1.79302,0.00032225,0.00032225,0.00032225
191,562.524,1.02209,1.70524,1.01229,1.38105,0.68605,0.37297,0.36668,0.21923,0.6549,0.33397,0.31677,0.13831,1.47401,2.76908,1.74612,1.79029,0.0002975,0.0002975,0.0002975
192,565.351,0.98045,1.66529,0.98978,1.33212,0.58126,0.39796,0.37106,0.21781,0.54776,0.35942,0.33056,0.14145,1.4737,2.79492,1.72886,1.78542,0.00027275,0.00027275,0.00027275
193,568.177,0.97531,1.64682,0.93094,1.33703,0.57637,0.40478,0.37203,0.21442,0.54457,0.36261,0.32643,0.13935,1.4841,2.80576,1.73651,1.78997,0.000248,0.000248,0.000248
194,571.064,0.98418,1.69212,0.92015,1.33436,0.56572,0.40328,0.38341,0.21358,0.53106,0.35921,0.32761,0.14161,1.51015,2.81037,1.74724,1.80819,0.00022325,0.00022325,0.00022325
195,573.898,0.93382,1.6218,0.89269,1.30752,0.58012,0.39711,0.38434,0.21359,0.53633,0.35945,0.32909,0.14172,1.54712,2.84816,1.77094,1.84236,0.0001985,0.0001985,0.0001985
196,576.647,0.96659,1.71107,0.8938,1.32272,0.56229,0.41784,0.38134,0.21023,0.52955,0.37529,0.32548,0.14178,1.5752,2.88163,1.8019,1.86563,0.00017375,0.00017375,0.00017375
197,579.601,1.00333,1.6821,0.8968,1.35246,0.53398,0.4264,0.37801,0.21047,0.49291,0.39114,0.32516,0.14285,1.58241,2.89157,1.79431,1.87143,0.000149,0.000149,0.000149
198,582.513,0.97353,1.72436,0.90104,1.32028,0.52477,0.42104,0.37442,0.20917,0.3878,0.41408,0.31708,0.14011,1.5625,2.88877,1.78371,1.85318,0.00012425,0.00012425,0.00012425
199,585.349,0.93302,1.60128,0.85155,1.28384,0.42826,0.44174,0.373,0.20932,0.39654,0.41642,0.31209,0.13886,1.54572,2.88931,1.76903,1.83781,9.95e-05,9.95e-05,9.95e-05
200,588.153,0.96095,1.752,0.94668,1.34533,0.42693,0.44299,0.37191,0.20918,0.40607,0.42997,0.32764,0.14198,1.52483,2.87911,1.74923,1.82138,7.475e-05,7.475e-05,7.475e-05
